id,label,genres,main_genre,rating_count,avg_rating,engagement_norm
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,Adventure,172,3.942,0.4075471698113208
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,Adventure,171,4.038,0.4037735849056604
377,Speed (1994),Action|Romance|Thriller,Action,171,3.529,0.4037735849056604
3578,Gladiator (2000),Action|Adventure|Drama,Action,170,3.938,0.4
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,Adventure,170,3.868,0.4
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,Action,165,3.488,0.38113207547169814
590,Dances with Wolves (1990),Adventure|Drama|Western,Adventure,164,3.835,0.37735849056603776
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Action,162,3.537,0.36981132075471695
344,Ace Ventura: Pet Detective (1994),Comedy,Comedy,161,3.04,0.3660377358490566
4226,Memento (2000),Mystery|Thriller,Mystery,159,4.123,0.3584905660377358
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,Action,157,3.185,0.35094339622641507
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,Action,149,4.238,0.32075471698113206
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,Action,149,3.779,0.32075471698113206
1214,Alien (1979),Horror|Sci-Fi,Horror,146,3.969,0.30943396226415093
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,Animation,146,3.771,0.30943396226415093
1036,Die Hard (1988),Action|Crime|Thriller,Action,145,3.862,0.30566037735849055
500,Mrs. Doubtfire (1993),Comedy|Drama,Comedy,144,3.389,0.3018867924528302
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,Action,144,3.556,0.3018867924528302
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,Action,143,4.066,0.2981132075471698
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,Comedy,143,3.944,0.2981132075471698
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,Action,142,4.232,0.2943396226415094
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,Adventure,141,3.961,0.29056603773584905
1704,Good Will Hunting (1997),Drama|Romance,Drama,141,4.078,0.29056603773584905
316,Stargate (1994),Action|Adventure|Sci-Fi,Action,140,3.375,0.28679245283018867
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,Action,140,3.107,0.28679245283018867
1721,Titanic (1997),Drama|Romance,Drama,140,3.414,0.28679245283018867
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,Action,140,4.046,0.28679245283018867
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Action,137,2.916,0.27547169811320754
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,Adventure,136,4.162,0.27169811320754716
597,Pretty Woman (1990),Comedy|Romance,Comedy,135,3.485,0.2679245283018868
1193,One Flew Over the Cuckoo's Nest (1975),Drama,Drama,133,4.203,0.26037735849056604
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Action,133,4.019,0.26037735849056604
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Adventure,133,3.06,0.26037735849056604
3793,X-Men (2000),Action|Adventure|Sci-Fi,Action,133,3.699,0.26037735849056604
10,GoldenEye (1995),Action|Adventure|Thriller,Action,132,3.496,0.25660377358490566
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,Adventure,132,3.871,0.25660377358490566
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,Action,131,3.962,0.2528301886792453
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,Crime,131,4.202,0.2528301886792453
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,Action,131,3.897,0.2528301886792453
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,Drama,131,4.16,0.2528301886792453
1221,"Godfather: Part II, The (1974)",Crime|Drama,Crime,129,4.26,0.24528301886792453
2329,American History X (1998),Crime|Drama,Crime,129,4.217,0.24528301886792453
34,Babe (1995),Children|Drama,Children,128,3.652,0.24150943396226415
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,Action,126,3.964,0.2339622641509434
1213,Goodfellas (1990),Crime|Drama,Crime,126,4.25,0.2339622641509434
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,Comedy,125,3.812,0.23018867924528302
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,Action,125,3.836,0.23018867924528302
541,Blade Runner (1982),Action|Sci-Fi|Thriller,Action,124,4.101,0.22641509433962265
736,Twister (1996),Action|Adventure|Romance|Thriller,Action,123,3.321,0.22264150943396227
4995,"Beautiful Mind, A (2001)",Drama|Romance,Drama,123,4.0,0.22264150943396227
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,Children,122,3.766,0.2188679245283019
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,Action,122,3.541,0.2188679245283019
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,Action,121,3.198,0.21509433962264152
733,"Rock, The (1996)",Action|Adventure|Thriller,Action,121,3.64,0.21509433962264152
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,Action,120,3.775,0.21132075471698114
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,Action,120,3.638,0.21132075471698114
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,Comedy,120,4.183,0.21132075471698114
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,Crime,120,3.996,0.21132075471698114
4963,Ocean's Eleven (2001),Crime|Thriller,Crime,119,3.845,0.20754716981132076
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,Children,119,3.874,0.20754716981132076
33794,Batman Begins (2005),Action|Crime|IMAX,Action,116,3.862,0.19622641509433963
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,Action,116,3.746,0.19622641509433963
586,Home Alone (1990),Children|Comedy,Children,116,2.996,0.19622641509433963
5989,Catch Me If You Can (2002),Crime|Drama,Crime,115,3.922,0.19245283018867926
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Comedy,115,3.435,0.19245283018867926
208,Waterworld (1995),Action|Adventure|Sci-Fi,Action,115,2.913,0.19245283018867926
1968,"Breakfast Club, The (1985)",Comedy|Drama,Comedy,113,3.779,0.18490566037735848
185,"Net, The (1995)",Action|Crime|Thriller,Action,112,3.04,0.1811320754716981
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,Action,112,3.817,0.1811320754716981
3147,"Green Mile, The (1999)",Crime|Drama,Crime,111,4.149,0.17735849056603772
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,Action,110,3.836,0.17358490566037735
2,Jumanji (1995),Adventure|Children|Fantasy,Adventure,110,3.432,0.17358490566037735
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Action,110,3.605,0.17358490566037735
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,Action,110,3.868,0.17358490566037735
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Drama,109,3.459,0.16981132075471697
1258,"Shining, The (1980)",Horror,Horror,109,4.083,0.16981132075471697
2918,Ferris Bueller's Day Off (1986),Comedy,Comedy,109,3.839,0.16981132075471697
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,Adventure,109,3.894,0.16981132075471697
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,Drama,109,3.982,0.16981132075471697
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Adventure,108,3.394,0.1660377358490566
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,Action,108,3.639,0.1660377358490566
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,Adventure,107,3.762,0.16226415094339622
1208,Apocalypse Now (1979),Action|Drama|War,Action,107,4.22,0.16226415094339622
48516,"Departed, The (2006)",Crime|Drama|Thriller,Crime,107,4.252,0.16226415094339622
1732,"Big Lebowski, The (1998)",Comedy|Crime,Comedy,106,3.925,0.15849056603773584
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,Comedy,106,3.472,0.15849056603773584
68954,Up (2009),Adventure|Animation|Children|Drama,Adventure,105,4.005,0.15471698113207547
1923,There's Something About Mary (1998),Comedy|Romance,Comedy,105,3.676,0.15471698113207547
111,Taxi Driver (1976),Crime|Drama|Thriller,Crime,104,4.106,0.1509433962264151
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,Adventure,104,4.058,0.1509433962264151
39,Clueless (1995),Comedy|Romance,Comedy,104,3.293,0.1509433962264151
223,Clerks (1994),Comedy,Comedy,104,3.856,0.1509433962264151
357,Four Weddings and a Funeral (1994),Comedy|Romance,Comedy,103,3.519,0.1471698113207547
2706,American Pie (1999),Comedy|Romance,Comedy,103,3.379,0.1471698113207547
161,Crimson Tide (1995),Drama|Thriller|War,Drama,103,3.636,0.1471698113207547
6,Heat (1995),Action|Crime|Thriller,Action,102,3.946,0.14339622641509434
1222,Full Metal Jacket (1987),Drama|War,Drama,102,4.098,0.14339622641509434
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,Adventure,102,3.598,0.14339622641509434
778,Trainspotting (1996),Comedy|Crime|Drama,Comedy,102,4.039,0.14339622641509434
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Action,101,3.426,0.13962264150943396
454,"Firm, The (1993)",Drama|Thriller,Drama,101,3.535,0.13962264150943396
434,Cliffhanger (1993),Action|Adventure|Thriller,Action,101,3.035,0.13962264150943396
4022,Cast Away (2000),Drama,Drama,100,3.7,0.13584905660377358
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,Action,100,3.535,0.13584905660377358
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,Action,100,3.885,0.13584905660377358
912,Casablanca (1942),Drama|Romance,Drama,100,4.24,0.13584905660377358
104,Happy Gilmore (1996),Comedy,Comedy,99,3.439,0.1320754716981132
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,Comedy,99,3.955,0.1320754716981132
339,While You Were Sleeping (1995),Comedy|Romance,Comedy,98,3.469,0.12830188679245283
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,Action,97,3.603,0.12452830188679245
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,Adventure,97,3.861,0.12452830188679245
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Comedy,97,4.268,0.12452830188679245
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Adventure,97,3.572,0.12452830188679245
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,Crime,97,4.062,0.12452830188679245
1784,As Good as It Gets (1997),Comedy|Drama|Romance,Comedy,96,3.698,0.12075471698113208
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,Action,96,3.354,0.12075471698113208
1961,Rain Man (1988),Drama,Drama,96,3.807,0.12075471698113208
3949,Requiem for a Dream (2000),Drama,Drama,96,3.922,0.12075471698113208
2502,Office Space (1999),Comedy|Crime,Comedy,94,4.09,0.11320754716981132
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,Adventure,94,3.809,0.11320754716981132
59315,Iron Man (2008),Action|Adventure|Sci-Fi,Action,94,3.824,0.11320754716981132
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,Adventure,93,3.914,0.10943396226415095
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,Animation,93,3.554,0.10943396226415095
4011,Snatch (2000),Comedy|Crime|Thriller,Comedy,93,4.156,0.10943396226415095
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,Comedy,92,3.777,0.10566037735849057
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,Action,92,3.158,0.10566037735849057
288,Natural Born Killers (1994),Action|Crime|Thriller,Action,92,3.234,0.10566037735849057
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,Adventure,92,3.576,0.10566037735849057
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,Adventure,92,3.516,0.10566037735849057
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,Adventure,92,3.88,0.10566037735849057
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,Action,92,3.054,0.10566037735849057
2797,Big (1988),Comedy|Drama|Fantasy|Romance,Comedy,91,3.72,0.1018867924528302
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,Action,91,3.879,0.1018867924528302
2174,Beetlejuice (1988),Comedy|Fantasy,Comedy,91,3.473,0.1018867924528302
1259,Stand by Me (1986),Adventure|Drama,Adventure,91,4.005,0.1018867924528302
3948,Meet the Parents (2000),Comedy,Comedy,91,3.418,0.1018867924528302
1387,Jaws (1975),Action|Horror,Action,91,4.005,0.1018867924528302
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,Action,90,3.872,0.09811320754716982
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,Drama,90,4.006,0.09811320754716982
1080,Monty Python's Life of Brian (1979),Comedy,Comedy,89,3.927,0.09433962264150944
21,Get Shorty (1995),Comedy|Crime|Thriller,Comedy,89,3.494,0.09433962264150944
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,Adventure,88,3.369,0.09056603773584905
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,Comedy,88,4.148,0.09056603773584905
19,Ace Ventura: When Nature Calls (1995),Comedy,Comedy,88,2.727,0.09056603773584905
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,Action,88,3.653,0.09056603773584905
68157,Inglourious Basterds (2009),Action|Drama|War,Action,88,4.136,0.09056603773584905
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,Action,87,3.121,0.08679245283018867
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,Adventure,87,3.506,0.08679245283018867
2791,Airplane! (1980),Comedy,Comedy,87,3.856,0.08679245283018867
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,Adventure,87,4.155,0.08679245283018867
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,Drama,86,3.953,0.0830188679245283
141,"Birdcage, The (1996)",Comedy,Comedy,86,3.494,0.0830188679245283
1246,Dead Poets Society (1989),Drama,Drama,86,3.959,0.0830188679245283
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,Action,86,3.093,0.0830188679245283
1307,When Harry Met Sally... (1989),Comedy|Romance,Comedy,85,3.859,0.07924528301886792
1393,Jerry Maguire (1996),Drama|Romance,Drama,85,3.594,0.07924528301886792
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,Adventure,85,3.688,0.07924528301886792
904,Rear Window (1954),Mystery|Thriller,Mystery,84,4.262,0.07547169811320754
95,Broken Arrow (1996),Action|Adventure|Thriller,Action,84,3.024,0.07547169811320754
410,Addams Family Values (1993),Children|Comedy|Fantasy,Children,84,3.101,0.07547169811320754
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,Action,84,3.81,0.07547169811320754
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,Action,84,3.857,0.07547169811320754
1219,Psycho (1960),Crime|Horror,Crime,83,4.036,0.07169811320754717
3897,Almost Famous (2000),Drama,Drama,83,3.867,0.07169811320754717
1101,Top Gun (1986),Action|Romance,Action,83,3.301,0.07169811320754717
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,Comedy,82,2.732,0.06792452830188679
16,Casino (1995),Crime|Drama,Crime,82,3.927,0.06792452830188679
1584,Contact (1997),Drama|Sci-Fi,Drama,82,3.652,0.06792452830188679
49272,Casino Royale (2006),Action|Adventure|Thriller,Action,81,3.944,0.06415094339622641
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,Action,81,3.698,0.06415094339622641
442,Demolition Man (1993),Action|Adventure|Sci-Fi,Action,81,3.093,0.06415094339622641
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,Drama,81,3.815,0.06415094339622641
300,Quiz Show (1994),Drama,Drama,81,3.519,0.06415094339622641
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,Comedy,81,3.204,0.06415094339622641
1676,Starship Troopers (1997),Action|Sci-Fi,Action,80,3.331,0.06037735849056604
62,Mr. Holland's Opus (1995),Drama,Drama,80,3.706,0.06037735849056604
51662,300 (2007),Action|Fantasy|War|IMAX,Action,80,3.681,0.06037735849056604
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,Drama,80,3.7,0.06037735849056604
1247,"Graduate, The (1967)",Comedy|Drama|Romance,Comedy,79,4.063,0.05660377358490566
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,Action,79,3.804,0.05660377358490566
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,Action,79,3.152,0.05660377358490566
3052,Dogma (1999),Adventure|Comedy|Fantasy,Adventure,79,3.646,0.05660377358490566
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,Action,78,3.429,0.052830188679245285
3751,Chicken Run (2000),Animation|Children|Comedy,Animation,78,3.551,0.052830188679245285
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,Action,77,2.714,0.04905660377358491
1573,Face/Off (1997),Action|Crime|Drama|Thriller,Action,77,3.37,0.04905660377358491
1625,"Game, The (1997)",Drama|Mystery|Thriller,Drama,77,3.701,0.04905660377358491
337,What's Eating Gilbert Grape (1993),Drama,Drama,77,3.766,0.04905660377358491
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,Adventure,77,3.883,0.04905660377358491
8874,Shaun of the Dead (2004),Comedy|Horror,Comedy,77,4.006,0.04905660377358491
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,Animation,77,3.617,0.04905660377358491
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,Animation,76,3.862,0.045283018867924525
69122,"Hangover, The (2009)",Comedy|Crime,Comedy,76,3.632,0.045283018867924525
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,Action,76,3.993,0.045283018867924525
25,Leaving Las Vegas (1995),Drama|Romance,Drama,76,3.625,0.045283018867924525
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,Action,76,3.724,0.045283018867924525
440,Dave (1993),Comedy|Romance,Comedy,76,3.546,0.045283018867924525
1225,Amadeus (1984),Drama,Drama,76,4.184,0.045283018867924525
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,Adventure,75,3.58,0.04150943396226415
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,Action,75,4.0,0.04150943396226415
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,Action,75,3.787,0.04150943396226415
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,Action,75,3.673,0.04150943396226415
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,Action,75,4.147,0.04150943396226415
3481,High Fidelity (2000),Comedy|Drama|Romance,Comedy,75,3.667,0.04150943396226415
6711,Lost in Translation (2003),Comedy|Drama|Romance,Comedy,74,4.034,0.03773584905660377
1485,Liar Liar (1997),Comedy,Comedy,74,3.034,0.03773584905660377
368,Maverick (1994),Adventure|Comedy|Western,Adventure,74,3.5,0.03773584905660377
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,Comedy,74,3.547,0.03773584905660377
3994,Unbreakable (2000),Drama|Sci-Fi,Drama,73,3.479,0.033962264150943396
109487,Interstellar (2014),Sci-Fi|IMAX,Sci-Fi,73,3.993,0.033962264150943396
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,Action,72,3.507,0.03018867924528302
50872,Ratatouille (2007),Animation|Children|Drama,Animation,72,3.868,0.03018867924528302
3977,Charlie's Angels (2000),Action|Comedy,Action,72,2.722,0.03018867924528302
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,Action,72,4.146,0.03018867924528302
63082,Slumdog Millionaire (2008),Crime|Drama|Romance,Crime,71,3.81,0.026415094339622643
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,Adventure,71,3.817,0.026415094339622643
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,Comedy,71,3.317,0.026415094339622643
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,Comedy,71,3.923,0.026415094339622643
99114,Django Unchained (2012),Action|Drama|Western,Action,71,3.944,0.026415094339622643
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,Children,71,3.887,0.026415094339622643
3408,Erin Brockovich (2000),Drama,Drama,70,3.529,0.022641509433962263
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,Comedy,70,3.2,0.022641509433962263
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,Action,70,3.371,0.022641509433962263
4034,Traffic (2000),Crime|Drama|Thriller,Crime,70,3.9,0.022641509433962263
474,In the Line of Fire (1993),Action|Thriller,Action,70,3.693,0.022641509433962263
11,"American President, The (1995)",Comedy|Drama|Romance,Comedy,70,3.671,0.022641509433962263
235,Ed Wood (1994),Comedy|Drama,Comedy,70,3.679,0.022641509433962263
520,Robin Hood: Men in Tights (1993),Comedy,Comedy,69,3.13,0.018867924528301886
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,Action,69,3.87,0.018867924528301886
1278,Young Frankenstein (1974),Comedy|Fantasy,Comedy,69,3.993,0.018867924528301886
7147,Big Fish (2003),Drama|Fantasy|Romance,Drama,69,3.833,0.018867924528301886
923,Citizen Kane (1941),Drama|Mystery,Drama,69,4.043,0.018867924528301886
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Animation,68,3.147,0.01509433962264151
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,Comedy,68,3.684,0.01509433962264151
1370,Die Hard 2 (1990),Action|Adventure|Thriller,Action,68,3.404,0.01509433962264151
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,Adventure,68,2.757,0.01509433962264151
266,Legends of the Fall (1994),Drama|Romance|War|Western,Drama,68,3.397,0.01509433962264151
3753,"Patriot, The (2000)",Action|Drama|War,Action,68,3.449,0.01509433962264151
1380,Grease (1978),Comedy|Musical|Romance,Comedy,68,3.14,0.01509433962264151
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,Action,67,2.754,0.011320754716981131
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,Animation,67,3.425,0.011320754716981131
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,Comedy,67,4.052,0.011320754716981131
74458,Shutter Island (2010),Drama|Mystery|Thriller,Drama,67,4.022,0.011320754716981131
17,Sense and Sensibility (1995),Drama|Romance,Drama,67,3.776,0.011320754716981131
36,Dead Man Walking (1995),Crime|Drama,Crime,67,3.836,0.011320754716981131
4262,Scarface (1983),Action|Crime|Drama,Action,67,3.933,0.011320754716981131
2353,Enemy of the State (1998),Action|Thriller,Action,67,3.493,0.011320754716981131
163,Desperado (1995),Action|Romance|Western,Action,66,3.561,0.007547169811320755
6863,School of Rock (2003),Comedy|Musical,Comedy,66,3.402,0.007547169811320755
508,Philadelphia (1993),Drama,Drama,66,3.614,0.007547169811320755
1288,This Is Spinal Tap (1984),Comedy,Comedy,66,4.015,0.007547169811320755
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,Mystery,65,3.777,0.0037735849056603774
553,Tombstone (1993),Action|Drama|Western,Action,65,3.815,0.0037735849056603774
